index,True,Predicted
2020-08-27,True,0.6039346
2020-08-28,False,0.33880574
2020-08-31,True,0.7957294
2020-09-01,True,0.8726314
2020-09-02,False,0.39493406
2020-09-03,False,0.2696128
2020-09-04,False,0.1729816
2020-09-08,True,0.8971868
2020-09-09,False,0.5285241
2020-09-10,True,0.46368152
2020-09-11,True,0.9189808
2020-09-14,True,0.9140315
2020-09-15,False,0.6704179
2020-09-16,False,0.3130912
2020-09-17,False,0.5939586
2020-09-18,False,0.33185634
2020-09-21,True,0.9266897
2020-09-22,False,0.6835037
2020-09-23,True,0.14068317
2020-09-24,True,0.18874522
2020-09-25,True,0.78842133
2020-09-28,False,0.31846425
2020-09-29,True,0.8433676
2020-09-30,True,0.9324449
2020-10-01,False,0.18963447
2020-10-02,True,0.87878007
2020-10-05,False,0.51811385
2020-10-06,True,0.9279376
2020-10-07,True,0.93228716
2020-10-08,True,0.51184064
2020-10-09,True,0.9313649
2020-10-12,False,0.536834
2020-10-13,False,0.78751004
2020-10-14,False,0.32111236
2020-10-15,True,0.6229962
2020-10-16,False,0.6675415
2020-10-19,True,0.6368171
2020-10-20,False,0.5189132
2020-10-21,True,0.31902862
2020-10-22,True,0.76614577
2020-10-23,False,0.10213643
2020-10-26,False,0.6411067
2020-10-27,False,0.15496686
2020-10-28,True,0.8163894
2020-10-29,False,0.67571837
2020-10-30,True,0.8459737
2020-11-02,True,0.9361239
2020-11-03,True,0.90874815
2020-11-04,True,0.91652054
2020-11-05,False,0.7331008
2020-11-06,True,0.9034599
2020-11-09,False,0.47119778
2020-11-10,True,0.90076923
2020-11-11,False,0.59477127
2020-11-12,True,0.93968505
2020-11-13,True,0.9407358
2020-11-16,False,0.28947756
2020-11-17,False,0.6408662
2020-11-18,True,0.54523075
2020-11-19,False,0.7276645
2020-11-20,True,0.77107626
2020-11-23,True,0.9152871
2020-11-24,False,0.25801846
2020-11-25,True,0.77279717
2020-11-27,False,0.4685392
2020-11-30,True,0.93723714
2020-12-01,True,0.6269952
2020-12-02,False,0.23139285
2020-12-03,True,0.8676814
2020-12-04,False,0.4795043
2020-12-07,True,0.65064347
2020-12-08,False,0.6747508
2020-12-09,False,0.27637854
2020-12-10,False,0.21782757
2020-12-11,False,0.72815734
2020-12-14,True,0.8224191
2020-12-15,True,0.24643442
2020-12-16,True,0.80499303
2020-12-17,False,0.33473068
2020-12-18,False,0.08672366
2020-12-21,False,0.49893084
2020-12-22,True,0.9239022
2020-12-23,True,0.90625656
2020-12-24,True,0.91100067
2020-12-28,False,0.46770746
2020-12-29,True,0.7837961
2020-12-30,True,0.31181356
2020-12-31,False,0.68798023
2021-01-04,True,0.60294116
2021-01-05,True,0.20312494
2021-01-06,True,0.9359101
2021-01-07,True,0.65041983
2021-01-08,False,0.07762595
2021-01-11,True,0.35532755
2021-01-12,True,0.2248268
2021-01-13,False,0.6242282
2021-01-14,False,0.49893665
2021-01-15,True,0.6938473
2021-01-19,True,0.93523914
2021-01-20,True,0.92872715
2021-01-21,False,0.63363236
2021-01-22,True,0.7951555
2021-01-25,False,0.56586826
2021-01-26,False,0.29305875
2021-01-27,True,0.53585327
2021-01-28,False,0.7030079
2021-01-29,True,0.9310774
2021-02-01,True,0.93172497
2021-02-02,True,0.74722666
2021-02-03,True,0.90836763
2021-02-04,True,0.91877514
2021-02-05,True,0.9165791
2021-02-08,False,0.24565053
2021-02-09,False,0.80550826
2021-02-10,True,0.9248083
2021-02-11,True,0.4066743
2021-02-12,False,0.909588
2021-02-16,False,0.31612486
2021-02-17,False,0.27645904
2021-02-18,False,0.8545593
2021-02-19,False,0.40188524
2021-02-22,True,0.60941786
2021-02-23,True,0.7795502
2021-02-24,False,0.581379
2021-02-25,False,0.7941673
2021-02-26,True,0.87126225
2021-03-01,False,0.3420575
2021-03-02,False,0.1770948
2021-03-03,False,0.6182988
2021-03-04,True,0.93908787
2021-03-05,False,0.33691153
2021-03-08,True,0.877354
2021-03-09,True,0.9463552
2021-03-10,True,0.9491919
2021-03-11,True,0.27591097
2021-03-12,True,0.5059603
2021-03-15,False,0.87245446
2021-03-16,True,0.17765576
2021-03-17,False,0.5020101
2021-03-18,False,0.20396966
2021-03-19,True,0.4169334
2021-03-22,False,0.63757056
2021-03-23,False,0.65864044
2021-03-24,True,0.44047484
2021-03-25,True,0.34777233
2021-03-26,False,0.34888142
2021-03-29,False,0.7188835
2021-03-30,True,0.50344473
2021-03-31,True,0.9369772
2021-04-01,True,0.7410396
2021-04-05,False,0.16694757
2021-04-06,True,0.30068645
2021-04-07,True,0.75359267
2021-04-08,True,0.1598627
2021-04-09,False,0.45719817
2021-04-12,True,0.37148374
2021-04-13,False,0.36000457
2021-04-14,True,0.7826341
2021-04-15,True,0.49242184
2021-04-16,False,0.28036213
2021-04-19,False,0.41226277
2021-04-20,True,0.24293579
2021-04-21,False,0.60962147
2021-04-22,True,0.6004286
2021-04-23,True,0.75112
2021-04-26,False,0.7226699
2021-04-27,False,0.16523442
2021-04-28,True,0.90139073
2021-04-29,False,0.1914819
2021-04-30,True,0.799901
2021-05-03,False,0.19868778
2021-05-04,True,0.66642314
2021-05-05,True,0.64845675
2021-05-06,True,0.7982985
2021-05-07,False,0.41927704
2021-05-10,False,0.4095201
2021-05-11,False,0.29166836
2021-05-12,True,0.599106
2021-05-13,True,0.95037174
2021-05-14,False,0.27113992
2021-05-17,False,0.482319
2021-05-18,False,0.07200281
2021-05-19,True,0.9122168
2021-05-20,False,0.470934
2021-05-21,True,0.7827918
2021-05-24,False,0.83891636
2021-05-25,True,0.48844847
2021-05-26,True,0.92407084
2021-05-27,True,0.5200406
2021-05-28,False,0.6956761
2021-06-01,True,0.8060826
2021-06-02,False,0.20087124
2021-06-03,True,0.68324757
2021-06-04,False,0.64398795
2021-06-07,True,0.93374413
2021-06-08,False,0.43135393
2021-06-09,True,0.61362255
2021-06-10,True,0.58662105
2021-06-11,True,0.6086452
2021-06-14,False,0.4781125
2021-06-15,False,0.47460997
2021-06-16,False,0.5232891
2021-06-17,False,0.1941573
2021-06-18,True,0.9061391
2021-06-21,True,0.3095708
2021-06-22,False,0.5171263
2021-06-23,True,0.7799507
2021-06-24,True,0.8171746
2021-06-25,True,0.66393536
2021-06-28,True,0.3396159
2021-06-29,True,0.46316957
2021-06-30,True,0.53422165
2021-07-01,True,0.9252944
2021-07-02,False,0.74162215
2021-07-06,True,0.8991919
2021-07-07,False,0.3536195
2021-07-08,True,0.44129562
2021-07-09,True,0.26922005
2021-07-12,False,0.43898654
2021-07-13,True,0.7865313
2021-07-14,False,0.35200402
2021-07-15,False,0.92285216
2021-07-16,False,0.08025982
2021-07-19,True,0.9149921
2021-07-20,True,0.8228296
2021-07-21,True,0.39508107
2021-07-22,True,0.7116943
2021-07-23,True,0.15585743
2021-07-26,False,0.28310105
2021-07-27,False,0.5228333
2021-07-28,True,0.51763546
2021-07-29,False,0.308967
2021-07-30,False,0.7681026
2021-08-02,True,0.7603483
2021-08-03,False,0.19405024
2021-08-04,True,0.926795
2021-08-05,True,0.26808137
2021-08-06,False,0.53217614
2021-08-09,True,0.65454906
2021-08-10,True,0.8066516
2021-08-11,True,0.6200209
2021-08-12,True,0.63627076
2021-08-13,True,0.32788447
2021-08-16,False,0.4247153
2021-08-17,False,0.17076853
2021-08-18,True,0.16227756
2021-08-19,True,0.7952651
2021-08-20,True,0.8043404
2021-08-23,True,0.81141186
2021-08-24,True,0.6750452
2021-08-25,False,0.30205145
2021-08-26,True,0.7216466
2021-08-27,True,0.6802135
2021-08-30,False,0.6234199
2021-08-31,True,0.3547627
2021-09-01,True,0.59857816
2021-09-02,False,0.37479314
2021-09-03,False,0.426366
2021-09-07,False,0.22725129
2021-09-08,False,0.51798177
2021-09-09,False,0.6871288
2021-09-10,True,0.8066086
2021-09-13,False,0.5918401
2021-09-14,True,0.6447004
2021-09-15,False,0.3375593
2021-09-16,False,0.3359226
2021-09-17,False,0.06816539
2021-09-20,False,0.42850786
2021-09-21,True,0.67034304
2021-09-22,True,0.7703865
2021-09-23,True,0.47680426
2021-09-24,False,0.23512423
2021-09-27,False,0.22385208
2021-09-28,True,0.4727033
2021-09-29,False,0.8440862
2021-09-30,True,0.57748765
2021-10-01,False,0.6195766
2021-10-04,True,0.6281034
2021-10-05,True,0.08120216
2021-10-06,True,0.9435509
2021-10-07,False,0.9315611
2021-10-08,False,0.33113784
2021-10-11,False,0.8694635
2021-10-12,True,0.841416
2021-10-13,True,0.72520155
2021-10-14,True,0.6966992
2021-10-15,True,0.20989087
2021-10-18,True,0.56369287
2021-10-19,True,0.8434594
2021-10-20,True,0.27750438
2021-10-21,False,0.3409451
2021-10-22,True,0.8322033
2021-10-25,True,0.6587227
2021-10-26,False,0.7683448
2021-10-27,True,0.7460761
2021-10-28,True,0.5186426
2021-10-29,True,0.75758183
2021-11-01,True,0.465431
2021-11-02,True,0.29666024
2021-11-03,True,0.42236847
2021-11-04,True,0.9500386
2021-11-05,True,0.6239418
2021-11-08,False,0.7213818
2021-11-09,False,0.18372539
2021-11-10,True,0.72732556
2021-11-11,True,0.7905424
2021-11-12,False,0.53151774
2021-11-15,True,0.39853483
2021-11-16,False,0.50774735
2021-11-17,True,0.7513694
2021-11-18,False,0.70309645
2021-11-19,False,0.655608
2021-11-22,True,0.3329042
2021-11-23,True,0.13392547
2021-11-24,False,0.089999534
2021-11-26,True,0.9366151
2021-11-29,False,0.20824452
2021-11-30,False,0.9351698
2021-12-01,True,0.5381
2021-12-02,False,0.7186899
2021-12-03,True,0.76286304
2021-12-06,True,0.88962775
2021-12-07,True,0.7031442
2021-12-08,False,0.42609945
2021-12-09,True,0.9533207
2021-12-10,False,0.21612227
2021-12-13,False,0.29200318
2021-12-14,True,0.5397988
2021-12-15,False,0.6399406
2021-12-16,False,0.33182657
2021-12-17,False,0.071425684
2021-12-20,True,0.87592167
2021-12-21,True,0.49044475
2021-12-22,True,0.84335655
2021-12-23,True,0.83238196
2021-12-27,False,0.73257
2021-12-28,True,0.3605958
2021-12-29,False,0.50513244
2021-12-30,False,0.4878929
2021-12-31,True,0.76353914
2022-01-03,False,0.8448473
2022-01-04,False,0.3471567
2022-01-05,False,0.33999506
2022-01-06,False,0.28918922
2022-01-07,False,0.2135642
2022-01-10,True,0.48190898
2022-01-11,True,0.8387621
2022-01-12,False,0.8380324
2022-01-13,True,0.21931551
2022-01-14,False,0.07260158
2022-01-18,False,0.6852364
2022-01-19,False,0.6175617
2022-01-20,False,0.5190254
2022-01-21,True,0.19812629
2022-01-24,False,0.24686852
2022-01-25,False,0.91613865
2022-01-26,False,0.9300655
2022-01-27,True,0.62255865
2022-01-28,True,0.44215897
2022-01-31,True,0.6703996
2022-02-01,True,0.95382386
2022-02-02,False,0.25472805
2022-02-03,True,0.6426829
2022-02-04,False,0.77421767
2022-02-07,True,0.3302927
2022-02-08,True,0.91616964
2022-02-09,False,0.0721109
2022-02-10,False,0.5092575
2022-02-11,False,0.28827462
2022-02-14,True,0.90185755
2022-02-15,True,0.36107212
2022-02-16,False,0.37376603
2022-02-17,False,0.6658288
2022-02-18,False,0.2805662
2022-02-22,False,0.94018406
2022-02-23,True,0.079979226
2022-02-24,True,0.713502
2022-02-25,False,0.06153002
2022-02-28,False,0.50506073
2022-03-01,True,0.5375504
2022-03-02,False,0.814724
2022-03-03,False,0.7136357
2022-03-04,False,0.27081925
2022-03-07,False,0.6079965
2022-03-08,True,0.88312876
2022-03-09,False,0.2069454
2022-03-10,False,0.8897976
2022-03-11,False,0.20901217
2022-03-14,True,0.6905197
2022-03-15,True,0.8844404
2022-03-16,True,0.21716237
2022-03-17,True,0.33446935
2022-03-18,False,0.65314525
2022-03-21,True,0.81651807
2022-03-22,False,0.28313646
2022-03-23,True,0.63817334
2022-03-24,True,0.45332468
2022-03-25,True,0.20785709
2022-03-28,True,0.9013094
2022-03-29,False,0.30899763
2022-03-30,False,0.38371083
2022-03-31,True,0.7393664
2022-04-01,True,0.50924706
2022-04-04,False,0.49076575
2022-04-05,False,0.06379032
2022-04-06,True,0.51730466
2022-04-07,False,0.24215275
2022-04-08,False,0.16204508
2022-04-11,False,0.9064334
2022-04-12,True,0.39650458
2022-04-13,False,0.5885218
2022-04-14,False,0.3368527
2022-04-18,True,0.73652077
2022-04-19,False,0.7549393
2022-04-20,False,0.8859453
2022-04-21,False,0.2762713
2022-04-22,True,0.28287628
2022-04-25,False,0.24503854
2022-04-26,True,0.6423626
2022-04-27,True,0.8834159
2022-04-28,False,0.06549818
2022-04-29,True,0.24469672
2022-05-02,True,0.7646809
2022-05-03,True,0.44792926
2022-05-04,False,0.056954924
2022-05-05,False,0.3930027
2022-05-06,False,0.23635389
2022-05-09,True,0.8396998
2022-05-10,False,0.4927881
2022-05-11,False,0.39969552
2022-05-12,True,0.8731013
2022-05-13,False,0.45660335
2022-05-16,True,0.8519333
2022-05-17,False,0.37148958
2022-05-18,False,0.07282799
2022-05-19,True,0.8718564
2022-05-20,True,0.9302651
2022-05-23,False,0.06515718
2022-05-24,True,0.285799
2022-05-25,True,0.8425697
2022-05-26,True,0.8643995
2022-05-27,False,0.25707027
2022-05-31,False,0.94034934
2022-06-01,True,0.45169058
2022-06-02,False,0.29639065
2022-06-03,True,0.8789186
2022-06-06,True,0.13822734
2022-06-07,False,0.20758083
2022-06-08,False,0.43455958
2022-06-09,False,0.16775183
2022-06-10,False,0.31324705
2022-06-13,False,0.76408666
2022-06-14,True,0.87228554
2022-06-15,False,0.29579595
2022-06-16,True,0.7331282
2022-06-17,True,0.8755693
2022-06-21,False,0.28822985
2022-06-22,True,0.35402313
2022-06-23,True,0.8771174
2022-06-24,False,0.57384473
2022-06-27,False,0.7642296
2022-06-28,False,0.77972144
2022-06-29,False,0.21767062
2022-06-30,True,0.37212366
2022-07-01,True,0.18861304
2022-07-05,True,0.5685235
2022-07-06,True,0.76871663
2022-07-07,False,0.25577027
2022-07-08,False,0.22773401
2022-07-11,False,0.55584645
2022-07-12,False,0.1573703
2022-07-13,False,0.16920517
2022-07-14,True,0.8797484
2022-07-15,False,0.8912858
2022-07-18,True,0.87686133
2022-07-19,True,0.27861738
2022-07-20,True,0.38171998
2022-07-21,False,0.6516273
2022-07-22,True,0.8288891
2022-07-25,False,0.280049
2022-07-26,True,0.8863343
2022-07-27,True,0.41827875
2022-07-28,True,0.6822516
2022-07-29,False,0.37508842
2022-08-01,False,0.21619916
2022-08-02,True,0.8821971
2022-08-03,False,0.58037627
2022-08-04,False,0.2901018
2022-08-05,False,0.7058778
2022-08-08,False,0.25867498
2022-08-09,True,0.88579726
2022-08-10,False,0.8838296
2022-08-11,True,0.8761263
2022-08-12,True,0.45737326
2022-08-15,True,0.25770664
2022-08-16,False,0.20071602
2022-08-17,True,0.25246808
2022-08-18,False,0.2212485
2022-08-19,False,0.31555852
2022-08-22,False,0.41064304
2022-08-23,True,0.27414757
2022-08-24,True,0.65827405
2022-08-25,False,0.53071046
2022-08-26,False,0.22858593
2022-08-29,False,0.49205762
2022-08-30,False,0.76281255
2022-08-31,True,0.22687179
2022-09-01,False,0.88092405
2022-09-02,False,0.82536274
2022-09-06,True,0.2780994
2022-09-07,True,0.6647254
2022-09-08,True,0.89020413
2022-09-09,True,0.5555669
2022-09-12,False,0.07569341
2022-09-13,True,0.76816505
2022-09-14,False,0.24323565
2022-09-15,False,0.19092952
2022-09-16,True,0.32577407
2022-09-19,False,0.04913951
2022-09-20,False,0.59798163
2022-09-21,False,0.5682132
2022-09-22,False,0.244243
2022-09-23,False,0.35792378
2022-09-26,False,0.89555496
2022-09-27,True,0.77597135
2022-09-28,False,0.26428708
2022-09-29,False,0.5338215
2022-09-30,True,0.8785154
2022-10-03,True,0.9031046
2022-10-04,False,0.15251061
2022-10-05,False,0.39963114
2022-10-06,False,0.14314914
2022-10-07,False,0.76350015
2022-10-10,False,0.27518407
2022-10-11,False,0.46207497
2022-10-12,True,0.25592476
2022-10-13,False,0.82454675
2022-10-14,True,0.89246124
2022-10-17,True,0.91538846
2022-10-18,False,0.300996
2022-10-19,False,0.22981969
2022-10-20,True,0.57605684
2022-10-21,True,0.81818503
2022-10-24,True,0.3161982
2022-10-25,False,0.23290655
2022-10-26,False,0.8054461
2022-10-27,True,0.5245858
2022-10-28,False,0.59305274
2022-10-31,False,0.8499141
2022-11-01,False,0.39910892
2022-11-02,False,0.07238858
2022-11-03,True,0.91922736
2022-11-04,True,0.6908092
2022-11-07,True,0.6778728
2022-11-08,False,0.28077292
2022-11-09,True,0.83343405
2022-11-10,True,0.8073888
2022-11-11,False,0.25494117
2022-11-14,True,0.91817427
2022-11-15,False,0.2507342
2022-11-16,False,0.1253472
2022-11-17,True,0.8381793
2022-11-18,False,0.44501922
2022-11-21,True,0.47877735
2022-11-22,True,0.38105193
2022-11-23,False,0.3536162
2022-11-25,False,0.585382
2022-11-28,False,0.45724434
2022-11-29,True,0.6265676
2022-11-30,False,0.8056721
2022-12-01,False,0.21478908
2022-12-02,False,0.45701504
2022-12-05,False,0.2927893
2022-12-06,False,0.31796315
2022-12-07,True,0.6792439
2022-12-08,False,0.62513214
2022-12-09,True,0.7207105
2022-12-12,True,0.9265457
2022-12-13,False,0.38226756
2022-12-14,False,0.20349537
2022-12-15,False,0.36374786
2022-12-16,False,0.5911028
2022-12-19,True,0.3757328
2022-12-20,True,0.89323926
2022-12-21,False,0.053682294
2022-12-22,True,0.4740402
2022-12-23,False,0.23881522
2022-12-27,False,0.3399471
2022-12-28,True,0.88420624
2022-12-29,False,0.18115374
2022-12-30,False,0.78666383
2023-01-03,True,0.8904502
2023-01-04,False,0.23222274
